path,text_video,text_image,num_frames,object,background,direction,split_set,id,image_path,image_selecting,usage,usage_bal
/nfs/yban/dataset/multi/videos/video_03512.mp4,sturdy torchlight is moving to the right in the dawn in venice,sturdy torchlight is in the dawn in venice,24,sturdy torchlight,dawn in venice,right,right_videos,3512,/nfs/yban/dataset/multi/rawdata/03512/rgba_00013.png,13,tbc,tbc
/nfs/yban/dataset/multi/videos/video_09416.mp4,elephant stuffed toy is moving to the right in the dresden's georgentor gate,elephant stuffed toy is in the dresden's georgentor gate,24,elephant stuffed toy,dresden's georgentor gate,right,left_videos,9416,/nfs/yban/dataset/multi/rawdata/09416/rgba_00010.png,10,tbc,tbc
/nfs/yban/dataset/multi/videos/video_09572.mp4,"red fabric cube is moving to the left in the peaceful courtyard.","red fabric cube is in the peaceful courtyard.",24,red fabric cube,"peaceful courtyard.",left,images,9572,/nfs/yban/dataset/multi/rawdata/09572/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_08728.mp4,black ink cartridge is moving to the right in the dawn at bell park,black ink cartridge is in the dawn at bell park,24,black ink cartridge,dawn at bell park,right,images,8728,/nfs/yban/dataset/multi/rawdata/08728/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_08274.mp4,elephant stuffed toy is moving to the right in the sunset over venice,elephant stuffed toy is in the sunset over venice,24,elephant stuffed toy,sunset over venice,right,left_videos,8274,/nfs/yban/dataset/multi/rawdata/08274/rgba_00009.png,9,tbc,tbc
/nfs/yban/dataset/multi/videos/video_08310.mp4,black wireless speaker is moving to the left in the steaming boiler room,black wireless speaker is in the steaming boiler room,24,black wireless speaker,steaming boiler room,left,left_videos,8310,/nfs/yban/dataset/multi/rawdata/08310/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_02214.mp4,paisley patterned pencil case is moving to the right in the empty little house,paisley patterned pencil case is in the empty little house,24,paisley patterned pencil case,empty little house,right,images_left_videos,2214,/nfs/yban/dataset/multi/rawdata/02214/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_04383.mp4,a blue bath towel is moving to the left in the meadow in autumn,a blue bath towel is in the meadow in autumn,24,a blue bath towel,meadow in autumn,left,right_videos,4383,/nfs/yban/dataset/multi/rawdata/04383/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07188.mp4,blue bath sheet is moving to the left in the luxurious indoor swimming pool,blue bath sheet is in the luxurious indoor swimming pool,24,blue bath sheet,luxurious indoor swimming pool,left,right_videos_left_videos,7188,/nfs/yban/dataset/multi/rawdata/07188/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_00245.mp4,decaf instant coffee jar is moving to the right in the meadow in autumn,decaf instant coffee jar is in the meadow in autumn,24,decaf instant coffee jar,meadow in autumn,right,images,245,/nfs/yban/dataset/multi/rawdata/00245/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_02370.mp4,aggravation board game is moving to the left in the grotto in blue hues,aggravation board game is in the grotto in blue hues,24,aggravation board game,grotto in blue hues,left,right_videos,2370,/nfs/yban/dataset/multi/rawdata/02370/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_00321.mp4,brown handmade hat is moving to the left in the dresden's georgentor gate,brown handmade hat is in the dresden's georgentor gate,24,brown handmade hat,dresden's georgentor gate,left,images_right_videos_left_videos,321,/nfs/yban/dataset/multi/rawdata/00321/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07340.mp4,paisley patterned pencil case is moving to the right in the an oriental garden scene,paisley patterned pencil case is in the an oriental garden scene,24,paisley patterned pencil case,an oriental garden scene,right,images_left_videos,7340,/nfs/yban/dataset/multi/rawdata/07340/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_03286.mp4,a can of coffee is moving to the right in the klinge's castle,a can of coffee is in the klinge's castle,24,a can of coffee,klinge's castle,right,left_videos,3286,/nfs/yban/dataset/multi/rawdata/03286/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_05311.mp4,black ink cartridge is moving to the left in the sunset over venice,black ink cartridge is in the sunset over venice,24,black ink cartridge,sunset over venice,left,images,5311,/nfs/yban/dataset/multi/rawdata/05311/rgba_00016.png,16,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07224.mp4,mocha plant container is moving to the right in the lost city ruins,mocha plant container is in the lost city ruins,24,mocha plant container,lost city ruins,right,images_right_videos,7224,/nfs/yban/dataset/multi/rawdata/07224/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_05275.mp4,a blue bath towel is moving to the left in the bridge over cedar creek,a blue bath towel is in the bridge over cedar creek,24,a blue bath towel,bridge over cedar creek,left,right_videos,5275,/nfs/yban/dataset/multi/rawdata/05275/rgba_00011.png,11,tbc,tbc
/nfs/yban/dataset/multi/videos/video_09065.mp4,black ink cartridge is moving to the right in the cave with hikers,black ink cartridge is in the cave with hikers,24,black ink cartridge,cave with hikers,right,images,9065,/nfs/yban/dataset/multi/rawdata/09065/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_09101.mp4,a can of coffee is moving to the right in the twilight-drenched forest,a can of coffee is in the twilight-drenched forest,24,a can of coffee,twilight-drenched forest,right,left_videos,9101,/nfs/yban/dataset/multi/rawdata/09101/rgba_00011.png,11,tbc,tbc
/nfs/yban/dataset/multi/videos/video_06151.mp4,a black hammer is moving to the left in the factory producing bricks,a black hammer is in the factory producing bricks,24,a black hammer,factory producing bricks,left,images_right_videos_left_videos,6151,/nfs/yban/dataset/multi/rawdata/06151/rgba_00011.png,11,tbc,tbc
/nfs/yban/dataset/multi/videos/video_02097.mp4,lightweight running shoe is moving to the left in the mutianyu great wall,lightweight running shoe is in the mutianyu great wall,24,lightweight running shoe,mutianyu great wall,left,images_right_videos,2097,/nfs/yban/dataset/multi/rawdata/02097/rgba_00011.png,11,tbc,tbc
/nfs/yban/dataset/multi/videos/video_04100.mp4,paisley patterned pencil case is moving to the left in the peaceful riverside walk,paisley patterned pencil case is in the peaceful riverside walk,24,paisley patterned pencil case,peaceful riverside walk,left,images_left_videos,4100,/nfs/yban/dataset/multi/rawdata/04100/rgba_00016.png,16,tbc,tbc
/nfs/yban/dataset/multi/videos/video_06035.mp4,round cake pan is moving to the right in the cliff along the shoreline,round cake pan is in the cliff along the shoreline,24,round cake pan,cliff along the shoreline,right,none,6035,/nfs/yban/dataset/multi/rawdata/06035/rgba_00013.png,13,tbc,tbc
/nfs/yban/dataset/multi/videos/video_04064.mp4,blue bath sheet is moving to the left in the the serene blue lagoon,blue bath sheet is in the the serene blue lagoon,24,blue bath sheet,the serene blue lagoon,left,right_videos_left_videos,4064,/nfs/yban/dataset/multi/rawdata/04064/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_03005.mp4,aggravation board game is moving to the left in the an oriental garden scene,aggravation board game is in the an oriental garden scene,24,aggravation board game,an oriental garden scene,left,right_videos,3005,/nfs/yban/dataset/multi/rawdata/03005/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_05192.mp4,yellow school bus is moving to the right in the bridge over cedar creek,yellow school bus is in the bridge over cedar creek,24,yellow school bus,bridge over cedar creek,right,right_videos,5192,/nfs/yban/dataset/multi/rawdata/05192/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_01054.mp4,sturdy torchlight is moving to the right in the meadow in autumn,sturdy torchlight is in the meadow in autumn,24,sturdy torchlight,meadow in autumn,right,right_videos,1054,/nfs/yban/dataset/multi/rawdata/01054/rgba_00014.png,14,tbc,tbc
/nfs/yban/dataset/multi/videos/video_06399.mp4,black ink cartridge is moving to the left in the steaming boiler room,black ink cartridge is in the steaming boiler room,24,black ink cartridge,steaming boiler room,left,images,6399,/nfs/yban/dataset/multi/rawdata/06399/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_03161.mp4,can opener tool is moving to the right in the steaming boiler room,can opener tool is in the steaming boiler room,24,can opener tool,steaming boiler room,right,images_right_videos,3161,/nfs/yban/dataset/multi/rawdata/03161/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_01130.mp4,mmo gaming mouse is moving to the right in the christmas photo studio,mmo gaming mouse is in the christmas photo studio,24,mmo gaming mouse,christmas photo studio,right,left_videos,1130,/nfs/yban/dataset/multi/rawdata/01130/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07286.mp4,mmo gaming mouse is moving to the right in the sunset over venice,mmo gaming mouse is in the sunset over venice,24,mmo gaming mouse,sunset over venice,right,left_videos,7286,/nfs/yban/dataset/multi/rawdata/07286/rgba_00016.png,16,tbc,tbc
/nfs/yban/dataset/multi/videos/video_01311.mp4,red handheld scissors is moving to the right in the christmas photo studio,red handheld scissors is in the christmas photo studio,24,red handheld scissors,christmas photo studio,right,images_right_videos_left_videos,1311,/nfs/yban/dataset/multi/rawdata/01311/rgba_00016.png,16,tbc,tbc
/nfs/yban/dataset/multi/videos/video_03340.mp4,blue bath sheet is moving to the right in the basement of sepulchral chapel,blue bath sheet is in the basement of sepulchral chapel,24,blue bath sheet,basement of sepulchral chapel,right,right_videos_left_videos,3340,/nfs/yban/dataset/multi/rawdata/03340/rgba_00014.png,14,tbc,tbc
/nfs/yban/dataset/multi/videos/video_01275.mp4,yellow school bus is moving to the right in the christmas photo studio,yellow school bus is in the christmas photo studio,24,yellow school bus,christmas photo studio,right,right_videos,1275,/nfs/yban/dataset/multi/rawdata/01275/rgba_00010.png,10,tbc,tbc
/nfs/yban/dataset/multi/videos/video_04245.mp4,a black hammer is moving to the left in the square in palermo city,a black hammer is in the square in palermo city,24,a black hammer,square in palermo city,left,images_right_videos_left_videos,4245,/nfs/yban/dataset/multi/rawdata/04245/rgba_00010.png,10,tbc,tbc
/nfs/yban/dataset/multi/videos/video_03188.mp4,pack of coffee capsules is moving to the right in the terrace at lythwood,pack of coffee capsules is in the terrace at lythwood,24,pack of coffee capsules,terrace at lythwood,right,right_videos_left_videos,3188,/nfs/yban/dataset/multi/rawdata/03188/rgba_00011.png,11,tbc,tbc
/nfs/yban/dataset/multi/videos/video_00383.mp4,paisley patterned pencil case is moving to the right in the steaming boiler room,paisley patterned pencil case is in the steaming boiler room,24,paisley patterned pencil case,steaming boiler room,right,images_left_videos,383,/nfs/yban/dataset/multi/rawdata/00383/rgba_00014.png,14,tbc,tbc
/nfs/yban/dataset/multi/videos/video_04321.mp4,toy airplane with pilot is moving to the right in the dawn in venice,toy airplane with pilot is in the dawn in venice,24,toy airplane with pilot,dawn in venice,right,images,4321,/nfs/yban/dataset/multi/rawdata/04321/rgba_00009.png,9,tbc,tbc
/nfs/yban/dataset/multi/videos/video_06370.mp4,paisley patterned pencil case is moving to the left in the terrace at lythwood,paisley patterned pencil case is in the terrace at lythwood,24,paisley patterned pencil case,terrace at lythwood,left,images_left_videos,6370,/nfs/yban/dataset/multi/rawdata/06370/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_09320.mp4,red gaming headset is moving to the right in the empty little house,red gaming headset is in the empty little house,24,red gaming headset,empty little house,right,right_videos_left_videos,9320,/nfs/yban/dataset/multi/rawdata/09320/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_09244.mp4,aggravation board game is moving to the left in the peaceful riverside walk,aggravation board game is in the peaceful riverside walk,24,aggravation board game,peaceful riverside walk,left,right_videos,9244,/nfs/yban/dataset/multi/rawdata/09244/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_02399.mp4,red handheld scissors is moving to the left in the factory producing bricks,red handheld scissors is in the factory producing bricks,24,red handheld scissors,factory producing bricks,left,images_right_videos_left_videos,2399,/nfs/yban/dataset/multi/rawdata/02399/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_05054.mp4,"sturdy torchlight is moving to the right in the tranquil hilltop.","sturdy torchlight is in the tranquil hilltop.",24,sturdy torchlight,"tranquil hilltop.",right,right_videos,5054,/nfs/yban/dataset/multi/rawdata/05054/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07005.mp4,can opener tool is moving to the right in the bridge over cedar creek,can opener tool is in the bridge over cedar creek,24,can opener tool,bridge over cedar creek,right,images_right_videos,7005,/nfs/yban/dataset/multi/rawdata/07005/rgba_00010.png,10,tbc,tbc
/nfs/yban/dataset/multi/videos/video_01192.mp4,round cake pan is moving to the right in the factory yard scene,round cake pan is in the factory yard scene,24,round cake pan,factory yard scene,right,none,1192,/nfs/yban/dataset/multi/rawdata/01192/rgba_00016.png,16,tbc,tbc
/nfs/yban/dataset/multi/videos/video_05130.mp4,mmo gaming mouse is moving to the right in the christmas photo studio,mmo gaming mouse is in the christmas photo studio,24,mmo gaming mouse,christmas photo studio,right,left_videos,5130,/nfs/yban/dataset/multi/rawdata/05130/rgba_00010.png,10,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07161.mp4,bottle of bronzer is moving to the right in the steaming boiler room,bottle of bronzer is in the steaming boiler room,24,bottle of bronzer,steaming boiler room,right,images_left_videos,7161,/nfs/yban/dataset/multi/rawdata/07161/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_06097.mp4,a blue bath towel is moving to the left in the rocky river scene,a blue bath towel is in the rocky river scene,24,a blue bath towel,rocky river scene,left,right_videos,6097,/nfs/yban/dataset/multi/rawdata/06097/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_00100.mp4,pack of coffee capsules is moving to the left in the bridge over night pond,pack of coffee capsules is in the bridge over night pond,24,pack of coffee capsules,bridge over night pond,left,right_videos_left_videos,100,/nfs/yban/dataset/multi/rawdata/00100/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_02151.mp4,a blue bath towel is moving to the right in the factory producing bricks,a blue bath towel is in the factory producing bricks,24,a blue bath towel,factory producing bricks,right,right_videos,2151,/nfs/yban/dataset/multi/rawdata/02151/rgba_00013.png,13,tbc,tbc
/nfs/yban/dataset/multi/videos/video_00064.mp4,a can of coffee is moving to the left in the wide city street,a can of coffee is in the wide city street,24,a can of coffee,wide city street,left,left_videos,64,/nfs/yban/dataset/multi/rawdata/00064/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_02035.mp4,bottle of bronzer is moving to the left in the small recording studio,bottle of bronzer is in the small recording studio,24,bottle of bronzer,small recording studio,left,images_left_videos,2035,/nfs/yban/dataset/multi/rawdata/02035/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_08131.mp4,blue bath sheet is moving to the left in the empty little house,blue bath sheet is in the empty little house,24,blue bath sheet,empty little house,left,right_videos_left_videos,8131,/nfs/yban/dataset/multi/rawdata/08131/rgba_00013.png,13,tbc,tbc
/nfs/yban/dataset/multi/videos/video_08055.mp4,toy airplane with pilot is moving to the left in the theater stage setting,toy airplane with pilot is in the theater stage setting,24,toy airplane with pilot,theater stage setting,left,images,8055,/nfs/yban/dataset/multi/rawdata/08055/rgba_00013.png,13,tbc,tbc
/nfs/yban/dataset/multi/videos/video_08509.mp4,blue school backpack is moving to the left in the dresden's georgentor gate,blue school backpack is in the dresden's georgentor gate,24,blue school backpack,dresden's georgentor gate,left,images_left_videos,8509,/nfs/yban/dataset/multi/rawdata/08509/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_09753.mp4,a can of coffee is moving to the left in the meadow in the evening,a can of coffee is in the meadow in the evening,24,a can of coffee,meadow in the evening,left,left_videos,9753,/nfs/yban/dataset/multi/rawdata/09753/rgba_00009.png,9,tbc,tbc
/nfs/yban/dataset/multi/videos/video_08811.mp4,black wireless speaker is moving to the right in the adams' place bridge,black wireless speaker is in the adams' place bridge,24,black wireless speaker,adams' place bridge,right,left_videos,8811,/nfs/yban/dataset/multi/rawdata/08811/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_09637.mp4,pack of coffee capsules is moving to the left in the bridge over night pond,pack of coffee capsules is in the bridge over night pond,24,pack of coffee capsules,bridge over night pond,left,right_videos_left_videos,9637,/nfs/yban/dataset/multi/rawdata/09637/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_03733.mp4,yellow school bus is moving to the left in the meadow in autumn,yellow school bus is in the meadow in autumn,24,yellow school bus,meadow in autumn,left,right_videos,3733,/nfs/yban/dataset/multi/rawdata/03733/rgba_00009.png,9,tbc,tbc
/nfs/yban/dataset/multi/videos/video_02569.mp4,lightweight running shoe is moving to the right in the the serene blue lagoon,lightweight running shoe is in the the serene blue lagoon,24,lightweight running shoe,the serene blue lagoon,right,images_right_videos,2569,/nfs/yban/dataset/multi/rawdata/02569/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_00944.mp4,aggravation board game is moving to the left in the umhlanga's sunrise scene,aggravation board game is in the umhlanga's sunrise scene,24,aggravation board game,umhlanga's sunrise scene,left,right_videos,944,/nfs/yban/dataset/multi/rawdata/00944/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_02915.mp4,brown handmade hat is moving to the right in the terrace at lythwood,brown handmade hat is in the terrace at lythwood,24,brown handmade hat,terrace at lythwood,right,images_right_videos_left_videos,2915,/nfs/yban/dataset/multi/rawdata/02915/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_00538.mp4,wooden abc blocks with wagon is moving to the right in the dawn at bell park,wooden abc blocks with wagon is in the dawn at bell park,24,wooden abc blocks with wagon,dawn at bell park,right,none,538,/nfs/yban/dataset/multi/rawdata/00538/rgba_00011.png,11,tbc,tbc
/nfs/yban/dataset/multi/videos/video_04882.mp4,yellow/blue bowl is moving to the right in the dresden's georgentor gate,yellow/blue bowl is in the dresden's georgentor gate,24,yellow/blue bowl,dresden's georgentor gate,right,right_videos_left_videos,4882,/nfs/yban/dataset/multi/rawdata/04882/rgba_00008.png,8,tbc,tbc
/nfs/yban/dataset/multi/videos/video_01762.mp4,red dish drying mat is moving to the left in the twilight-drenched forest,red dish drying mat is in the twilight-drenched forest,24,red dish drying mat,twilight-drenched forest,left,images_left_videos,1762,/nfs/yban/dataset/multi/rawdata/01762/rgba_00011.png,11,tbc,tbc
/nfs/yban/dataset/multi/videos/video_00820.mp4,a blue bath towel is moving to the left in the square in palermo city,a blue bath towel is in the square in palermo city,24,a blue bath towel,square in palermo city,left,right_videos,820,/nfs/yban/dataset/multi/rawdata/00820/rgba_00009.png,9,tbc,tbc
/nfs/yban/dataset/multi/videos/video_03657.mp4,black wireless speaker is moving to the left in the missile launch facility,black wireless speaker is in the missile launch facility,24,black wireless speaker,missile launch facility,left,left_videos,3657,/nfs/yban/dataset/multi/rawdata/03657/rgba_00016.png,16,tbc,tbc
/nfs/yban/dataset/multi/videos/video_01606.mp4,decaf instant coffee jar is moving to the right in the klinge's castle,decaf instant coffee jar is in the klinge's castle,24,decaf instant coffee jar,klinge's castle,right,images,1606,/nfs/yban/dataset/multi/rawdata/01606/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07791.mp4,yellow/blue bowl is moving to the right in the rocky river scene,yellow/blue bowl is in the rocky river scene,24,yellow/blue bowl,rocky river scene,right,right_videos_left_videos,7791,/nfs/yban/dataset/multi/rawdata/07791/rgba_00016.png,16,tbc,tbc
/nfs/yban/dataset/multi/videos/video_02871.mp4,lightweight running shoe is moving to the left in the terrace at lythwood,lightweight running shoe is in the terrace at lythwood,24,lightweight running shoe,terrace at lythwood,left,images_right_videos,2871,/nfs/yban/dataset/multi/rawdata/02871/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_06667.mp4,mocha plant container is moving to the right in the plaza of shadows,mocha plant container is in the plaza of shadows,24,mocha plant container,plaza of shadows,right,images_right_videos,6667,/nfs/yban/dataset/multi/rawdata/06667/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_03987.mp4,toy airplane with pilot is moving to the left in the rocky river scene,toy airplane with pilot is in the rocky river scene,24,toy airplane with pilot,rocky river scene,left,images,3987,/nfs/yban/dataset/multi/rawdata/03987/rgba_00013.png,13,tbc,tbc
/nfs/yban/dataset/multi/videos/video_05810.mp4,mocha plant container is moving to the left in the steaming boiler room,mocha plant container is in the steaming boiler room,24,mocha plant container,steaming boiler room,left,images_right_videos,5810,/nfs/yban/dataset/multi/rawdata/05810/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07841.mp4,mocha plant container is moving to the left in the missile launch facility,mocha plant container is in the missile launch facility,24,mocha plant container,missile launch facility,left,images_right_videos,7841,/nfs/yban/dataset/multi/rawdata/07841/rgba_00016.png,16,tbc,tbc
/nfs/yban/dataset/multi/videos/video_04636.mp4,brown handmade hat is moving to the left in the the serene blue lagoon,brown handmade hat is in the the serene blue lagoon,24,brown handmade hat,the serene blue lagoon,left,images_right_videos_left_videos,4636,/nfs/yban/dataset/multi/rawdata/04636/rgba_00013.png,13,tbc,tbc
/nfs/yban/dataset/multi/videos/video_05974.mp4,blue school backpack is moving to the right in the stream flowing by,blue school backpack is in the stream flowing by,24,blue school backpack,stream flowing by,right,images_left_videos,5974,/nfs/yban/dataset/multi/rawdata/05974/rgba_00014.png,14,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07559.mp4,a blue bath towel is moving to the right in the twilight-drenched forest,a blue bath towel is in the twilight-drenched forest,24,a blue bath towel,twilight-drenched forest,right,right_videos,7559,/nfs/yban/dataset/multi/rawdata/07559/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_00694.mp4,sturdy torchlight is moving to the left in the cliff top in white,sturdy torchlight is in the cliff top in white,24,sturdy torchlight,cliff top in white,left,right_videos,694,/nfs/yban/dataset/multi/rawdata/00694/rgba_00010.png,10,tbc,tbc
/nfs/yban/dataset/multi/videos/video_04752.mp4,great white shark is moving to the right in the wide city street,great white shark is in the wide city street,24,great white shark,wide city street,right,images_right_videos,4752,/nfs/yban/dataset/multi/rawdata/04752/rgba_00010.png,10,tbc,tbc
/nfs/yban/dataset/multi/videos/video_05508.mp4,a can of coffee is moving to the left in the peaceful riverside walk,a can of coffee is in the peaceful riverside walk,24,a can of coffee,peaceful riverside walk,left,left_videos,5508,/nfs/yban/dataset/multi/rawdata/05508/rgba_00014.png,14,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07925.mp4,brown handmade hat is moving to the left in the theater stage setting,brown handmade hat is in the theater stage setting,24,brown handmade hat,theater stage setting,left,images_right_videos_left_videos,7925,/nfs/yban/dataset/multi/rawdata/07925/rgba_00014.png,14,tbc,tbc
/nfs/yban/dataset/multi/videos/video_09718.mp4,decaf instant coffee jar is moving to the left in the urban courtyard scene,decaf instant coffee jar is in the urban courtyard scene,24,decaf instant coffee jar,urban courtyard scene,left,images,9718,/nfs/yban/dataset/multi/rawdata/09718/rgba_00016.png,16,tbc,tbc
/nfs/yban/dataset/multi/videos/video_08542.mp4,blue school backpack is moving to the right in the dawn at bell park,blue school backpack is in the dawn at bell park,24,blue school backpack,dawn at bell park,right,images_left_videos,8542,/nfs/yban/dataset/multi/rawdata/08542/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_08426.mp4,decaf instant coffee jar is moving to the left in the entrance to the subway,decaf instant coffee jar is in the entrance to the subway,24,decaf instant coffee jar,entrance to the subway,left,images,8426,/nfs/yban/dataset/multi/rawdata/08426/rgba_00011.png,11,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07476.mp4,yellow/blue bowl is moving to the left in the slipway abandoned,yellow/blue bowl is in the slipway abandoned,24,yellow/blue bowl,slipway abandoned,left,right_videos_left_videos,7476,/nfs/yban/dataset/multi/rawdata/07476/rgba_00013.png,13,tbc,tbc
/nfs/yban/dataset/multi/videos/video_05427.mp4,wooden abc blocks with wagon is moving to the left in the factory yard scene,wooden abc blocks with wagon is in the factory yard scene,24,wooden abc blocks with wagon,factory yard scene,left,none,5427,/nfs/yban/dataset/multi/rawdata/05427/rgba_00015.png,15,tbc,tbc
/nfs/yban/dataset/multi/videos/video_01485.mp4,red fabric cube is moving to the left in the meadow in autumn,red fabric cube is in the meadow in autumn,24,red fabric cube,meadow in autumn,left,images,1485,/nfs/yban/dataset/multi/rawdata/01485/rgba_00014.png,14,tbc,tbc
/nfs/yban/dataset/multi/videos/video_07512.mp4,decaf instant coffee jar is moving to the left in the steaming boiler room,decaf instant coffee jar is in the steaming boiler room,24,decaf instant coffee jar,steaming boiler room,left,images,7512,/nfs/yban/dataset/multi/rawdata/07512/rgba_00009.png,9,tbc,tbc
/nfs/yban/dataset/multi/videos/video_05543.mp4,mmo gaming mouse is moving to the left in the cozy cafe scene,mmo gaming mouse is in the cozy cafe scene,24,mmo gaming mouse,cozy cafe scene,left,left_videos,5543,/nfs/yban/dataset/multi/rawdata/05543/rgba_00014.png,14,tbc,tbc
/nfs/yban/dataset/multi/videos/video_04719.mp4,black ink cartridge is moving to the left in the sunset over venice,black ink cartridge is in the sunset over venice,24,black ink cartridge,sunset over venice,left,images,4719,/nfs/yban/dataset/multi/rawdata/04719/rgba_00011.png,11,tbc,tbc
/nfs/yban/dataset/multi/videos/video_02522.mp4,pack of coffee capsules is moving to the right in the rocky river scene,pack of coffee capsules is in the rocky river scene,24,pack of coffee capsules,rocky river scene,right,right_videos_left_videos,2522,/nfs/yban/dataset/multi/rawdata/02522/rgba_00011.png,11,tbc,tbc
/nfs/yban/dataset/multi/videos/video_06898.mp4,can opener tool is moving to the right in the bridge over cedar creek,can opener tool is in the bridge over cedar creek,24,can opener tool,bridge over cedar creek,right,images_right_videos,6898,/nfs/yban/dataset/multi/rawdata/06898/rgba_00009.png,9,tbc,tbc
/nfs/yban/dataset/multi/videos/video_03778.mp4,round cake pan is moving to the right in the meadow in the evening,round cake pan is in the meadow in the evening,24,round cake pan,meadow in the evening,right,none,3778,/nfs/yban/dataset/multi/rawdata/03778/rgba_00010.png,10,tbc,tbc
/nfs/yban/dataset/multi/videos/video_01729.mp4,red gaming headset is moving to the right in the an oriental garden scene,red gaming headset is in the an oriental garden scene,24,red gaming headset,an oriental garden scene,right,right_videos_left_videos,1729,/nfs/yban/dataset/multi/rawdata/01729/rgba_00016.png,16,tbc,tbc
/nfs/yban/dataset/multi/videos/video_00573.mp4,round cake pan is moving to the left in the ground in autumn,round cake pan is in the ground in autumn,24,round cake pan,ground in autumn,left,none,573,/nfs/yban/dataset/multi/rawdata/00573/rgba_00009.png,9,tbc,tbc
/nfs/yban/dataset/multi/videos/video_02446.mp4,paisley patterned pencil case is moving to the right in the twilight-drenched forest,paisley patterned pencil case is in the twilight-drenched forest,24,paisley patterned pencil case,twilight-drenched forest,right,images_left_videos,2446,/nfs/yban/dataset/multi/rawdata/02446/rgba_00012.png,12,tbc,tbc
/nfs/yban/dataset/multi/videos/video_00417.mp4,wooden abc blocks with wagon is moving to the left in the meadow in autumn,wooden abc blocks with wagon is in the meadow in autumn,24,wooden abc blocks with wagon,meadow in autumn,left,none,417,/nfs/yban/dataset/multi/rawdata/00417/rgba_00013.png,13,tbc,tbc
/nfs/yban/dataset/multi/videos/video_06580.mp4,a black hammer is moving to the right in the an oriental garden scene,a black hammer is in the an oriental garden scene,24,a black hammer,an oriental garden scene,right,images_right_videos_left_videos,6580,/nfs/yban/dataset/multi/rawdata/06580/rgba_00013.png,13,tbc,tbc
